0 0.5 0.5 
1 0.5 292.92857142857144 
2 0.5 585.3571428571429 
3 0.5 877.7857142857143 
4 0.5 1170.2142857142858 
5 0.5 1462.6428571428573 
6 0.5 1755.0714285714287 
7 0.5 2047.5 
8 0.5 0.5 
9 292.92857142857144 0.5 
10 585.3571428571429 0.5 
11 877.7857142857143 0.5 
12 1170.2142857142858 0.5 
13 1462.6428571428573 0.5 
14 1755.0714285714287 0.5 
15 2047.5 0.5 
16 0.5 2047.5 
17 292.92857142857144 2047.5 
18 585.3571428571429 2047.5 
19 877.7857142857143 2047.5 
20 1170.2142857142858 2047.5 
21 1462.6428571428573 2047.5 
22 1755.0714285714287 2047.5 
23 2047.5 2047.5 
24 2047.5 0.5 
25 2047.5 292.92857142857144 
26 2047.5 585.3571428571429 
27 2047.5 877.7857142857143 
28 2047.5 1170.2142857142858 
29 2047.5 1462.6428571428573 
30 2047.5 1755.0714285714287 
31 2047.5 2047.5 
32 1.5 128.0 
33 1.5 486.4 
34 1.5 844.8 
35 1.5 1203.1999999999998 
36 1.5 1561.6 
37 1.5 1920.0 
38 128.0 1.5 
39 486.4 1.5 
40 844.8 1.5 
41 1203.1999999999998 1.5 
42 1561.6 1.5 
43 1920.0 1.5 
44 128.0 2046.5 
45 486.4 2046.5 
46 844.8 2046.5 
47 1203.1999999999998 2046.5 
48 1561.6 2046.5 
49 1920.0 2046.5 
50 2046.5 128.0 
51 2046.5 486.4 
52 2046.5 844.8 
53 2046.5 1203.1999999999998 
54 2046.5 1561.6 
55 2046.5 1920.0 
56 1.5 1.5 
57 1.5 1.5 
58 2046.5 2046.5 
59 2046.5 2046.5 
60 128.0 128.0 
61 486.4 128.0 
62 844.8 128.0 
63 1203.1999999999998 128.0 
64 1561.6 128.0 
65 1920.0 128.0 
66 128.0 486.4 
67 486.4 486.4 
68 844.8 486.4 
69 1203.1999999999998 486.4 
70 1561.6 486.4 
71 1920.0 486.4 
72 128.0 844.8 
73 486.4 844.8 
74 844.8 844.8 
75 1203.1999999999998 844.8 
76 1561.6 844.8 
77 1920.0 844.8 
78 128.0 1203.1999999999998 
79 486.4 1203.1999999999998 
80 844.8 1203.1999999999998 
81 1203.1999999999998 1203.1999999999998 
82 1561.6 1203.1999999999998 
83 1920.0 1203.1999999999998 
84 128.0 1561.6 
85 486.4 1561.6 
86 844.8 1561.6 
87 1203.1999999999998 1561.6 
88 1561.6 1561.6 
89 1920.0 1561.6 
90 128.0 1920.0 
91 486.4 1920.0 
92 844.8 1920.0 
93 1203.1999999999998 1920.0 
94 1561.6 1920.0 
95 1920.0 1920.0 
